51.10791667,1,0,0,0,0.780909665,-0.800328372
86.65916667,1,0,0,0,1.633952269,0.853042604
81.24291667,1,0,0,0,1.896460188,0.26250792
44.19083333,0,0,0,0,0.283045102,-1.613415087
41.31083333,0,0,0,0,-0.632898963,-0.915944064
76.19166667,1,0,0,0,1.681075491,2.313974454
66.82458333,1,0,0,0,1.980274946,0.299199455
60.37416667,1,0,0,0,1.891481197,-0.088793749
62.90916667,1,0,0,0,1.199925174,-0.691556023
64.09208333,1,0,0,0,1.490852798,0.290927624
19.50166667,0,0,0,0,-1.039750082,-2.53060288
35.975,0,0,0,0,-0.849612072,0.19013801
70.03541667,1,0,0,0,1.612498447,2.462110518
69.6675,1,0,0,0,1.692422497,0.07992405
66.58625,1,0,0,0,1.735325473,0.042902976
67.17291667,1,0,0,0,1.397448179,-0.337877294
74.91916667,1,0,0,0,1.839346584,0.441898405
64.61625,0,0,0,0,0.7751476,-1.064198984
57.65,0,0,0,0,0.169552097,-0.605595503
67.53208333,1,0,0,0,1.45702896,1.287476863
70.02583333,1,0,0,0,1.771014405,0.313985445
65.435,1,0,0,0,1.340598522,-0.430415883
50.45875,1,0,0,0,0.984720393,-0.355878129
43.36541667,1,0,0,0,-1.540336131,-2.525056525
44.2675,0,0,0,0,-1.116048722,0.424287409
52.40833333,0,0,0,0,-0.917908069,0.198140653
65.08208333,1,0,0,0,0.495028665,1.412936734
54.5175,1,0,0,0,0.577478508,0.082449843
55.98333333,1,0,0,0,0.672566852,0.095088343
55.73458333,1,0,0,0,0.718012154,0.045445302
50.19125,1,0,0,0,-0.835852955,-1.553865108
42.840625,0,0,0,0,-0.915431266,-0.079578311
35.49,0,0,0,0,-0.357045782,0.558385484
57.07791667,1,0,0,0,1.69998431,2.057030092
62.66583333,1,0,0,0,1.67773211,-0.0222522
51.11125,1,0,0,0,1.497276806,-0.180455304
51.39583333,1,0,0,0,0.56207702,-0.935199786
46.24416667,1,0,0,0,1.124488271,0.562411251
32.53208333,0,0,0,0,-0.515657162,-1.640145433
30.45916667,0,0,0,0,-0.711490828,-0.195833666
53.74541667,1,0,0,0,1.389464776,2.100955604
51.76083333,1,0,0,0,1.486050275,0.096585499
41.34875,1,0,0,0,1.170709862,-0.315340413
47.13625,1,0,0,0,1.382311814,0.211601952
49.7225,1,0,0,0,0.795785689,-0.586526125
43.58125,0,0,0,0,-0.489849313,-1.285635001
20.395,0,0,0,0,-1.077512143,-0.587662831
46.075,1,0,0,0,1.162556359,2.240068502
52.52333333,1,0,0,0,1.568170426,0.405614067
56.62125,1,0,0,0,1.696300338,0.128129912
56.86916667,1,0,0,0,1.736123431,0.039823092
62.66375,1,0,0,0,1.774218931,0.038095501
55.20541667,0,0,0,0,0.628902319,-1.145316612
51.70375,0,0,0,0,-0.200771313,-0.829673632
54.58541667,1,0,0,0,1.573857135,1.774628448
45.22791667,1,0,0,0,1.125431245,-0.44842589
60.4875,1,0,0,0,1.689063113,0.563631869
59.4325,1,0,0,0,1.688436347,-0.000626766
55.97791667,1,0,0,0,1.531084509,-0.157351839
51.1825,0,0,0,0,0.378089263,-1.152995245
52.84916667,0,0,0,0,-0.142086978,-0.520176242
79.44833333,1,0,0,0,1.526121289,1.668208268
68.54041667,1,0,0,0,1.594040236,0.067918946
54.84416667,1,0,0,0,1.372080617,-0.221959618
60.71791667,1,0,0,0,0.841119257,-0.53096136
44.27375,1,0,0,0,-0.35362433,-1.194743588
35.43166667,0,0,0,0,-1.801291386,-1.447667055
10.53958333,0,0,0,0,-1.513630878,0.287660508
51.425,1,0,0,0,-0.061783782,1.451847095
48.94625,1,0,0,0,0.686388903,0.748172685
56.29083333,1,0,0,0,1.360888745,0.674499842
47.15208333,1,0,0,0,1.236813478,-0.124075267
45.81125,1,0,0,0,1.064886401,-0.171927078
43.86291667,0,0,0,0,-0.14979273,-1.21467913
49.25666667,0,0,0,0,-0.778925963,-0.629133233
57.99,1,0,0,0,0.282170529,1.061096491
52.33375,1,0,0,0,0.742693917,0.460523389
58.64916667,1,0,0,0,1.225133771,0.482439854
54.0325,1,0,0,0,1.314390992,0.089257221
60.73208333,1,0,0,0,1.451481022,0.137090031
50.92229167,0,0,0,0,0.00824672,-1.443234302
40.22125,0,0,0,0,-0.711319913,-0.719566633
54.66333333,1,0,0,0,1.10101437,1.812334283
56.88291667,1,0,0,0,1.401159181,0.300144811
55.4875,1,0,0,0,1.354855871,-0.04630331
63.08416667,1,0,0,0,1.299117924,-0.055737947
55.04208333,1,0,0,0,1.073116853,-0.226001071
45.79625,0,0,0,0,-0.186154735,-1.259271589
47.22083333,0,0,0,0,-0.57876892,-0.392614185
58.90125,1,0,0,0,1.204442834,1.783211754
52.83083333,1,0,1,0,1.077452074,-0.12699076
51.90375,1,0,1,0,0.928617114,-0.14883496
59.97625,1,0,1,0,1.063258722,0.134641608
59.57708333,1,0,1,0,1.049130265,-0.014128457
54.33041667,0,0,1,0,-0.503386864,-1.552517129
38.94083333,0,0,1,0,-0.866502962,-0.363116098
45.02041667,1,0,1,0,0.353114705,1.219617667
52.8375,1,0,1,0,0.54374224,0.190627535
52.54583333,1,0,1,0,0.352196722,-0.191545518
57.55875,1,0,1,0,-0.067918789,-0.420115511
52.50375,1,0,1,0,0.147180647,0.215099436
51.07583333,0,0,1,0,-0.225064489,-0.372245136
51.585,0,0,1,0,-0.829569102,-0.604504613
58.14583333,1,0,1,0,1.048978302,1.878547404
51.05041667,1,0,1,0,0.44136546,-0.607612843
