46.4,-0.0015059,3.5158,92.534,-1.7492,-3.3346,9.6501,0.54601,0.077911,0.087875,0.0094266,0.049937,-0.060488,0.13581,0.11225,0.44335,0.85099,-1.7471,-3.4461,-5.5568,8.1467
46.187,-0.00010071,2.1312,91.14,-2.5405,-0.65216,9.1569,0.63778,0.052107,0.07455,0.0047892,0.043124,-0.059187,0.12165,4.7717,1.3802,0.28839,-1.8152,-3.2621,-5.7723,8.1104
45.92,0.00024507,2.3918,90.873,-2.4949,-2.2037,9.1652,0.63508,0.051841,0.075203,0.0051953,0.044451,-0.061466,0.12034,4.7412,1.4057,0.29414,-1.8334,-3.2694,-5.8299,8.0925
46.233,-0.0012141,-3.6727,-90.919,-1.7044,-4.4866,9.6472,0.54652,0.075616,0.087068,0.0093222,0.051595,-0.061613,0.13325,0.1108,0.44105,0.85269,-1.7521,-3.4526,-5.6102,8.1163
45.819,0.00034738,2.4842,90.549,-2.4627,-2.6044,9.1571,0.6387,0.047495,0.074503,0.005598,0.044585,-0.059629,0.1166,4.7102,1.411,0.29642,-1.8373,-3.2674,-5.8523,8.0895
46.286,-0.0013278,3.607,91.94,1.7077,-94.978,9.6403,0.54709,0.075446,0.087197,0.0089617,0.051406,-0.061215,0.13282,0.11217,0.4437,0.85057,-1.7451,-3.4408,-5.5805,8.1247
46.334,-0.0014298,-3.5623,-90.27,-1.7138,-3.1959,9.6382,0.5474,0.075289,0.086671,0.0083838,0.052041,-0.060293,0.13301,0.11307,0.44617,0.84931,-1.7427,-3.4356,-5.562,8.129
45.541,0.0008733,2.7259,89.452,-2.465,-4.9742,9.1821,0.6372,0.049084,0.075579,0.0079365,0.046721,-0.063605,0.11345,4.8074,1.4499,0.29043,-1.8541,-3.2826,-5.8972,8.0904
45.495,0.00089695,2.7338,89.026,-2.4431,-4.9881,9.1708,0.64145,0.045251,0.076036,0.0075108,0.047932,-0.06159,0.10829,4.8267,1.4599,0.28834,-1.8563,-3.2844,-5.9131,8.1011
45.987,-0.00063379,3.941,-274.96,-1.6551,174.64,9.667,0.54673,0.076166,0.086639,0.010839,0.054887,-0.064499,0.12645,0.10513,0.42548,0.85852,-1.7689,-3.4784,-5.7023,8.0926
45.367,0.0011696,2.869,88.128,-2.4125,-6.1737,9.1884,0.64232,0.047751,0.074984,0.0068272,0.047213,-0.062249,0.10733,4.8563,1.4483,0.28947,-1.8633,-3.2897,-5.9271,8.1152
45.371,0.0012241,2.8979,88.101,2.4189,84.721,9.1858,0.64227,0.047802,0.074998,0.0064499,0.047761,-0.062348,0.10756,4.8259,1.4453,0.28997,-1.8626,-3.2895,-5.9242,8.1164
45.343,0.0014468,2.9836,87.449,-2.4187,-7.5932,9.1611,0.64155,0.048913,0.07556,0.0073955,0.049183,-0.064602,0.10625,4.8427,1.4307,0.29091,-1.868,-3.2965,-5.9605,8.1246
45.358,0.0013758,2.9547,87.79,-2.4302,-7.2151,9.1662,0.64098,0.049464,0.075204,0.0070163,0.048747,-0.065562,0.10878,4.8224,1.437,0.29157,-1.8705,-3.2975,-5.951,8.118
45.429,0.0011972,2.8609,88.238,-2.4451,-6.3178,9.1461,0.64248,0.048159,0.075273,0.0063518,0.048642,-0.06531,0.10903,4.7787,1.451,0.29056,-1.8679,-3.294,-5.9454,8.1021
45.274,0.0016427,-3.1004,-95.507,-2.3943,-8.5365,9.1852,0.63861,0.049791,0.076619,0.0067335,0.049574,-0.06611,0.10924,4.8675,1.4123,0.29376,-1.8726,-3.3025,-5.9572,8.1399
45.239,0.0017879,3.1655,86.416,-2.3737,-9.1879,9.1916,0.63903,0.049305,0.076299,0.007445,0.049375,-0.066076,0.10929,4.8747,1.4009,0.2943,-1.8719,-3.3019,-5.9594,8.149
45.288,0.0017351,3.2273,86.312,-2.3187,-9.9745,9.2294,0.63771,0.049984,0.075806,0.0068738,0.050221,-0.066383,0.1097,4.8028,1.3703,0.299,-1.807,-3.2283,-5.7022,8.2506
45.31,0.0017154,3.2466,86.486,-2.3144,-10.165,9.2362,0.63596,0.05084,0.075754,0.007195,0.050467,-0.066613,0.10986,4.7992,1.3502,0.30173,-1.8045,-3.2277,-5.6984,8.2538
45.896,-0.00024217,4.0712,89.471,-1.657,-9.7411,9.6735,0.54705,0.077535,0.086341,0.010219,0.056439,-0.066482,0.12661,0.10332,0.42715,0.85564,-1.7154,-3.4111,-5.4807,8.1622
45.307,0.0015981,3.215,86.976,-2.3131,-9.6114,9.236,0.63435,0.053338,0.072555,0.0078944,0.049586,-0.065516,0.11062,4.7783,1.3515,0.305,-1.8023,-3.2125,-5.6743,8.2346
45.15,0.0020791,3.4553,85.453,-2.2657,-12.166,9.2955,0.62925,0.057948,0.071968,0.012847,0.048503,-0.066551,0.10959,4.8354,1.3064,0.31131,-1.8095,-3.2255,-5.6948,8.2791
45.883,-0.00038996,4.0164,89.819,-1.6531,-8.8445,9.6898,0.5449,0.080646,0.082619,0.014475,0.052538,-0.064754,0.12649,0.10635,0.43225,0.85487,-1.7173,-3.414,-5.4544,8.1599
45.125,0.0020383,3.4365,85.461,-2.2553,-11.875,9.29,0.62683,0.06138,0.069366,0.014277,0.04531,-0.062906,0.10902,4.8611,1.3167,0.31108,-1.8174,-3.2338,-5.6945,8.2768
45.137,0.0020423,3.4471,85.523,-2.2602,-12.083,9.2883,0.62628,0.062141,0.068803,0.014936,0.045059,-0.062224,0.10812,4.8485,1.3104,0.31166,-1.8177,-3.2355,-5.695,8.2778
45.911,-0.00037388,-4.0387,-92.563,1.6649,81.896,9.6849,0.54361,0.081948,0.081615,0.015143,0.052577,-0.062475,0.12451,0.10426,0.42887,0.8552,-1.7195,-3.421,-5.4563,8.1627
45.913,-0.00035074,-4.0477,-92.553,-1.6642,-9.4057,9.6825,0.5439,0.081953,0.081414,0.015085,0.052673,-0.062491,0.12458,0.10371,0.4292,0.85458,-1.7122,-3.4036,-5.4313,8.146
45.22,0.0017915,3.3687,86.721,-2.2908,-11.226,9.2835,0.62669,0.061047,0.069889,0.013481,0.046426,-0.063307,0.1078,4.8046,1.3119,0.31216,-1.8012,-3.2167,-5.6711,8.2271
45.276,0.0016585,3.324,87.28,-2.3096,-10.843,9.2781,0.62738,0.060481,0.069973,0.013333,0.046366,-0.062953,0.1071,4.7991,1.3048,0.313,-1.7983,-3.217,-5.6693,8.219
45.26,0.0016598,3.3147,87.456,-2.3346,-10.761,9.2754,0.62812,0.062076,0.068967,0.013648,0.045607,-0.063628,0.1076,4.7955,1.3175,0.31318,-1.8016,-3.2166,-5.6715,8.2055
45.255,0.0016858,3.3068,87.424,-2.3497,-10.701,9.2688,0.62994,0.061206,0.069896,0.012901,0.045787,-0.063908,0.10717,4.8029,1.3312,0.31086,-1.7961,-3.2127,-5.6804,8.1824
46.08,-0.00069817,3.9149,91.194,-1.7561,-8.2009,9.6522,0.5483,0.082313,0.080828,0.014434,0.051002,-0.062561,0.12262,0.10428,0.43593,0.8522,-1.6842,-3.3737,-5.4246,8.0818
46.128,-0.00079891,3.8798,91.595,-1.782,-7.9755,9.6514,0.54856,0.0826,0.080871,0.014322,0.051173,-0.062821,0.12236,0.10382,0.43428,0.85237,-1.6852,-3.3745,-5.4202,8.084
45.345,0.0014411,3.2136,88.657,-2.4104,-10.147,9.2753,0.6318,0.060867,0.070467,0.012985,0.045349,-0.063701,0.10555,4.8066,1.33,0.30916,-1.7974,-3.2127,-5.6653,8.173
45.389,0.001335,3.1835,89.2,-2.4292,-9.9573,9.2784,0.63195,0.060784,0.070625,0.013116,0.045252,-0.063716,0.10525,4.7931,1.3279,0.30926,-1.796,-3.2151,-5.6597,8.1689
46.057,-0.00075034,3.8934,91.313,-1.7593,-7.8285,9.6845,0.54862,0.082547,0.081791,0.014262,0.049184,-0.063188,0.12323,0.10525,0.43319,0.85285,-1.6891,-3.3794,-5.4076,8.0785
45.266,0.0015337,3.2828,88.202,-2.3651,-10.494,9.31,0.62883,0.062354,0.070851,0.013023,0.043814,-0.063046,0.10667,4.8275,1.318,0.3113,-1.799,-3.2184,-5.6528,8.1765
