47.194,-0.0047618,0.64294,3.6501,4.7179,-20.302,9.3437,0.56448,-0.028116,0.088077,-0.022692,0.045305,-0.044818,0.21664,19.29,0.84901,0.0010752,-2.4371,-3.1549,-11.381,3.5341
47.279,-0.0049181,0.71367,3647.5,4.7721,-20.234,9.3362,0.56532,-0.027964,0.08836,-0.022706,0.045701,-0.044369,0.21676,19.3,0.84434,0.0026603,-2.434,-3.1606,-11.345,3.5647
47.074,-0.0045869,0.52233,19.824,4.5981,-20.243,9.348,0.5618,-0.029417,0.088489,-0.024111,0.046685,-0.045758,0.21541,19.15,0.85452,0.0053448,-2.4424,-3.1514,-11.42,3.5206
46.962,-0.0039224,-0.56182,-104.34,4.3321,-20.499,9.3115,0.56482,-0.03342,0.083319,-0.023107,0.045409,-0.043658,0.20913,18.187,0.8556,0.041026,-2.4061,-3.1437,-11.392,3.525
46.944,-0.0038956,-0.55674,-105.87,4.3386,-20.496,9.3097,0.56497,-0.033756,0.083446,-0.023165,0.045464,-0.043875,0.20933,18.201,0.8604,0.036949,-2.4103,-3.1442,-11.403,3.5215
46.94,-0.0039537,-0.55419,-468.99,4.3203,-20.336,9.288,0.56437,-0.033243,0.083893,-0.024585,0.044885,-0.043314,0.20835,18.127,0.86477,0.038526,-2.4116,-3.1341,-11.407,3.5335
46.926,-0.0039889,-0.53974,-105.45,4.3306,-20.289,9.2933,0.56431,-0.033286,0.083897,-0.024474,0.044739,-0.043546,0.20845,18.067,0.86589,0.038245,-2.4176,-3.139,-11.421,3.5274
46.697,-0.0030654,-0.84695,-90.047,4.1017,-20.769,9.3811,0.56501,-0.034611,0.085751,-0.021546,0.047577,-0.052565,0.20516,18.534,0.881,0.018392,-2.3987,-3.1046,-11.43,3.5197
46.699,-0.0028832,-0.94259,-85.517,3.9966,-20.505,9.3434,0.56908,-0.037458,0.085662,-0.022788,0.051871,-0.050094,0.19408,18.486,0.90942,0.025264,-2.3709,-3.1131,-11.338,3.6501
46.598,-0.0035331,-0.93063,-79.663,3.9132,-19.776,9.3839,0.56885,-0.03368,0.081074,-0.022237,0.046946,-0.045752,0.19021,19.335,0.95128,0.019626,-2.4175,-3.1641,-11.338,3.7379
46.612,-0.0033014,-0.99814,-79.723,3.8744,-19.992,9.3826,0.56921,-0.033489,0.08097,-0.021992,0.047221,-0.045212,0.18984,19.365,0.92208,0.02006,-2.4172,-3.1632,-11.354,3.7139
46.618,-0.0030053,-1.1319,-79.631,3.7882,-20.154,9.4013,0.56953,-0.028786,0.079361,-0.020293,0.045204,-0.045392,0.18803,19.172,0.91542,0.030871,-2.4103,-3.1727,-11.322,3.7485
46.655,-0.0024918,-1.2603,-80.7,3.707,-20.398,9.3429,0.57195,-0.030306,0.081413,-0.021239,0.047159,-0.046369,0.1867,19.245,0.90562,0.026392,-2.3979,-3.1647,-11.312,3.7522
46.679,-0.0021698,-1.3426,-81.089,3.6609,-20.654,9.3206,0.57262,-0.030548,0.081445,-0.021063,0.04788,-0.046187,0.18633,19.198,0.8993,0.026009,-2.3894,-3.1616,-11.295,3.7676
46.68,-0.001886,-1.4129,-81.635,3.6228,-20.848,9.324,0.57288,-0.030414,0.081744,-0.021327,0.049234,-0.046918,0.18612,19.108,0.90031,0.025523,-2.3763,-3.1509,-11.275,3.7836
46.659,-0.0010789,-1.7017,-81.224,3.4196,-21.445,9.3189,0.57399,-0.032277,0.083605,-0.020073,0.048072,-0.040531,0.18261,19.821,0.84218,0.011824,-2.39,-3.1521,-11.357,3.7036
46.704,-0.00044762,-1.8894,-81.557,3.3132,-22.014,9.3094,0.57562,-0.032762,0.083414,-0.019545,0.049149,-0.040712,0.18326,19.765,0.82051,0.012847,-2.3721,-3.141,-11.338,3.7085
