48.393,-0.010803,0.13309,3.6686,3.6527,-20.905,10.584,0.52293,0.011281,0.086205,-0.025954,0.037686,-0.038164,0.23126,8.5196,1.7899,0.35226,0.31137,-3.9436,7.1009
43.652,-0.0044335,-0.5048,0.66828,3.0438,-3.2422,10.403,0.53017,0.05779,0.00066305,-0.018372,-0.0027649,-0.011498,0.23732,2.2569e-09,1.3795,0.7981,0.27593,-3.4794,7.947
48.221,-0.01055,-0.0096449,-3.3918,3.5966,-21.065,10.59,0.52071,0.0092726,0.087528,-0.027202,0.038942,-0.039325,0.23002,8.5437,1.8063,0.35378,0.30769,-3.9964,7.0995
48.011,-0.0094552,-0.67743,-60.243,3.3474,-21.51,10.561,0.52422,0.0040869,0.084396,-0.025934,0.037366,-0.038061,0.22492,7.7276,1.7445,0.3964,0.30891,-4.0845,7.0878
48.009,-0.0092981,-0.70269,-61.295,3.3194,-21.556,10.552,0.52486,0.0036392,0.083611,-0.026019,0.037831,-0.03835,0.22493,8.1459,1.7761,0.37361,0.30786,-4.1075,7.0782
47.172,-0.0084964,-1.7934,85.678,4.8877,-29.068,10.593,0.53449,0.00253,0.093086,-0.032362,0.030525,-0.037068,0.22716,1.4819e-06,1.3273,0.74093,0.45009,-2.8317,7.0968
47.96,-0.0092176,-0.75491,-59.905,3.2686,-21.2,10.514,0.5243,0.0046679,0.084444,-0.028163,0.036289,-0.038416,0.22344,8.0789,1.786,0.3712,0.30711,-4.1255,7.0894
47.777,-0.0075587,-1.346,-62.407,2.9908,-22.915,10.594,0.52469,0.0046832,0.085524,-0.023813,0.037914,-0.046289,0.2201,8.7244,1.8077,0.34303,0.31004,-4.2383,7.0225
47.538,-0.0070541,-1.5159,-62.505,2.9356,-22.299,10.562,0.52942,0.00018474,0.086192,-0.025483,0.041119,-0.042838,0.20918,9.5408,1.8084,0.32426,0.29904,-4.3809,7.0135
47.367,-0.0073654,-1.5054,-60.925,2.8598,-21.572,10.572,0.52978,0.0020906,0.083755,-0.024951,0.038327,-0.040517,0.20778,9.2629,1.8601,0.33281,0.30978,-4.0068,7.1591
47.455,-0.0069447,-1.6159,-61.97,2.7856,-22.451,10.562,0.53054,0.0021706,0.083927,-0.024649,0.038803,-0.040243,0.2078,8.8604,1.7914,0.3474,0.31619,-3.9936,7.1505
47.48,-0.0064081,-1.8005,-63.44,2.6779,-23.316,10.573,0.53087,0.0060609,0.083181,-0.023424,0.037162,-0.04038,0.20671,8.5955,1.763,0.35732,0.31932,-4.0054,7.1363
47.579,-0.0056493,-1.9962,-65.481,2.5585,-24.396,10.497,0.5339,0.0044893,0.086033,-0.024572,0.039603,-0.041701,0.20522,8.3754,1.7261,0.36306,0.324,-4.0318,7.1209
47.752,-0.0048669,-2.1998,-66.646,2.4596,-26.487,10.469,0.53533,0.0047121,0.086435,-0.023847,0.040487,-0.041768,0.20556,7.836,1.6735,0.37643,0.33397,-4.0275,7.0989
47.895,-0.0043789,-2.3298,-67.204,2.4065,-28.175,10.458,0.53601,0.0052772,0.086832,-0.023679,0.041229,-0.042329,0.20641,7.376,1.6492,0.38634,0.34163,-4.0159,7.0843
47.875,-0.0029879,-2.7065,-69.419,2.2777,-30.672,10.481,0.53696,0.0039054,0.089346,-0.022366,0.039594,-0.035816,0.20357,7.8482,1.6108,0.37387,0.34317,-4.0443,7.0419
48.264,-0.0015243,-3.074,-70.484,2.2692,-36.131,10.48,0.54054,0.004283,0.089777,-0.021016,0.03961,-0.036181,0.20687,6.9617,1.5524,0.39417,0.35995,-4.0554,6.984
47.817,-0.002356,-2.8975,-71.174,2.1771,-31.521,10.474,0.54107,0.0051252,0.086833,-0.022855,0.041172,-0.035652,0.20355,8.01,1.6203,0.37053,0.34093,-4.0226,7.0426
48.034,-0.0013517,-3.1395,-72.043,2.1578,-34.957,10.471,0.5441,0.0057176,0.087707,-0.023171,0.041008,-0.035053,0.20468,7.4865,1.5705,0.38368,0.35097,-4.0252,7.0076
48.355,-0.00020325,-3.3839,-73.135,2.2043,-39.168,10.442,0.54693,0.0075085,0.087532,-0.022298,0.040546,-0.034904,0.20665,6.8916,1.5279,0.39511,0.36245,-4.0297,6.9723
48.458,0.00055466,-3.5364,-74.569,2.2097,-41.027,10.436,0.54917,0.0083777,0.089504,-0.022692,0.04175,-0.036247,0.20653,6.6781,1.5037,0.40108,0.36541,-4.038,6.9573
48.757,0.0016655,-3.7562,-75.648,2.3185,-44.562,10.472,0.55196,0.0096602,0.090675,-0.021198,0.040486,-0.035425,0.20713,6.0938,1.4467,0.41729,0.37472,-4.0462,6.9265
48.731,0.0014139,-3.7095,-75.069,2.3228,-44.13,10.467,0.55153,0.0091884,0.090664,-0.021308,0.039847,-0.03516,0.20712,6.1287,1.4516,0.41633,0.37341,-4.0439,6.9273
48.814,0.0013713,-3.6895,-74.796,2.3712,-44.625,10.464,0.55228,0.0091705,0.090422,-0.02115,0.039663,-0.035862,0.20784,5.9582,1.4533,0.41836,0.37532,-4.0338,6.9264
45.49,0.0092966,-1.6698,-43.609,4.2098,-53.711,10.519,0.56157,0.010555,0.098283,-0.019525,0.027469,-0.027827,0.20823,8.6725e-07,1.0177,0.77065,0.46665,-3.0802,7.0168
48.436,-0.00014936,-3.3856,-72.898,2.2712,-40.211,10.454,0.5511,0.0086496,0.089392,-0.022934,0.040159,-0.036806,0.20398,6.5787,1.5044,0.40397,0.36177,-4.0252,6.9612
48.56,1.4011e-05,3.4163,109.49,-2.2944,50.154,10.416,0.55163,0.0087774,0.089063,-0.023269,0.040754,-0.036387,0.20446,6.2215,1.4944,0.41341,0.36534,-4.0123,6.9614
48.477,-0.00062688,-3.2719,-72.089,2.2904,-39.221,10.448,0.54997,0.0083694,0.090055,-0.023574,0.040819,-0.037529,0.20264,6.5796,1.5259,0.40175,0.36603,-4.0177,6.9318
7.1029,-0.0026589,-3.9392,99.582,-3.0166,-46.941,11.006,0.59067,0.0036102,0.14757,-0.032467,0.036818,0.015524,0.19703,2.2804,1.3105,0.86754,0.52869,2.5039,1.2126
48.689,-0.00073373,-3.2194,-71.761,2.385,-39.813,10.383,0.55573,0.0062484,0.088279,-0.023241,0.041161,-0.03704,0.20054,6.6038,1.5765,0.39251,0.37273,-4.0386,6.8756
48.751,-0.00090509,-3.1839,-71.418,2.4348,-39.915,10.384,0.55796,0.0072063,0.088698,-0.024788,0.040849,-0.037047,0.19964,6.5858,1.5918,0.3937,0.37362,-4.0418,6.8527
48.796,-0.0011178,-3.1235,-71.215,2.492,-39.884,10.395,0.56023,0.0076913,0.089449,-0.024609,0.039012,-0.037238,0.19903,6.6162,1.6074,0.3927,0.3737,-4.0357,6.8349
48.786,-0.0014588,-3.0121,-70.959,2.5267,-39.271,10.401,0.56128,0.0078158,0.089859,-0.024423,0.038947,-0.038326,0.19822,6.7305,1.6094,0.38954,0.37218,-4.0209,6.8382
48.706,-0.0018856,-2.8733,-70.675,2.5413,-38.132,10.414,0.56113,0.0075788,0.090251,-0.024361,0.039088,-0.038853,0.19705,6.9989,1.615,0.38069,0.36864,-4.0074,6.8515
45.767,-0.0023001,-2.225,-80.13,2.9323,-22.332,10.25,0.57415,-0.015518,0.088455,-0.030588,0.038024,-0.032348,0.1882,22.917,0.35505,9.9811e-05,0.083732,-12.806,2.1074
48.694,-0.0014139,-3.073,-70.921,2.4565,-38.64,10.341,0.55867,0.0078001,0.088424,-0.024338,0.040166,-0.037459,0.19863,6.8328,1.6025,0.39402,0.36855,-4.027,6.8291
48.611,-0.0017672,-2.9928,-70.289,2.4428,-37.582,10.344,0.55718,0.0084513,0.088364,-0.024547,0.040016,-0.037634,0.19792,6.8952,1.5861,0.39647,0.36493,-4.0238,6.849
45.955,0.0062918,-2.7281,-39.716,3.1642,-58.781,10.135,0.55613,0.069014,0.0062697,0.0034613,0.016753,-0.019027,0.21061,1.0353e-08,1.246,0.73419,0.44769,-3.2136,7.1079
48.279,1.9732e-05,-3.5217,-73.429,2.1622,-36.85,10.393,0.56202,0.0050013,0.089929,-0.02102,0.037022,-0.038823,0.19407,6.7704,1.5365,0.41376,0.36527,-4.1136,6.8021
47.987,-0.0013346,-3.1831,-71.986,2.2149,-33.526,10.409,0.55806,0.0031659,0.090263,-0.019475,0.034548,-0.038042,0.19403,8.0076,1.6122,0.37518,0.34841,-4.1042,6.8265
45.614,-0.0003016,-2.8871,-82.666,2.5326,-20.842,10.12,0.56902,-0.012038,0.090796,-0.025468,0.033245,-0.025377,0.1812,23.397,0.40039,2.5056e-05,0.085907,-12.591,2.3115
48.032,0.00020207,-3.626,-74.285,2.0492,-35.455,10.318,0.55349,0.012599,0.087265,-0.020649,0.033339,-0.029968,0.19049,7.5803,1.6399,0.38634,0.35893,-4.0758,6.7762
