0.53292,0.034833,0.088414,-0.01361,0.040401,-0.028712,0.23469,54.635,-0.0031589,-4.5717,10.58,6.4871,-29.367,10.583,3.5905,2.1146,0.43734,0.49154,0.21162,-0.093065,-0.069752,-3.599,6.0055
0.53503,0.034265,0.08902,-0.014309,0.040937,-0.028117,0.23466,54.837,-0.0034394,-4.6376,10.923,6.5718,-29.493,10.569,3.5917,2.1029,0.43846,0.49839,0.20486,-0.10078,-0.078563,-3.5676,6.008
0.52848,0.033083,0.088898,-0.014388,0.041934,-0.029908,0.23457,54.175,-0.002662,-4.414,9.8292,6.3275,-28.892,10.587,3.4727,2.1092,0.44704,0.4688,0.23394,-0.066923,-0.042805,-3.6685,5.9863
0.52878,0.028842,0.085225,-0.01326,0.040645,-0.028807,0.23197,53.646,-0.0024704,-4.3647,6.6287,6.0432,-28.207,10.58,3.2121,2.0914,0.47207,0.44866,0.25359,-0.043307,-0.01779,-3.7557,5.9705
0.57269,0.034315,0.052734,0.029582,0.0029532,0.020961,0.24815,47.07,0.054515,-1.9237,33.568,0.99398,-71.018,9.6525,0.23108,1.0989,0.37688,0.43762,0.16043,0.027488,0.2202,-2.1015,7.0704
0.52967,0.029784,0.084941,-0.015198,0.039834,-0.028706,0.23036,53.567,-0.0024988,-4.3162,5.9485,5.9069,-28.084,10.547,3.2334,2.1078,0.46572,0.45534,0.24762,-0.049993,-0.023193,-3.7636,5.9817
0.53933,0.04806,-0.00067674,0.0015372,0.00049014,-0.0035995,0.2199,44.036,0.0036739,-3.6536,0.029998,2.4675,-2.3443,10.403,2.408e-10,1.3006,0.82162,0.51323,0.17434,-0.21364,-0.016623,-2.5451,6.662
0.52803,0.030626,0.085602,-0.011102,0.039649,-0.035854,0.22842,53.081,-0.0015486,-4.2342,2.5342,5.6218,-28.302,10.657,3.3277,2.1466,0.45574,0.45205,0.25134,-0.046019,-0.014794,-3.8019,5.9905
0.53087,0.028471,0.086442,-0.012232,0.042214,-0.034415,0.21949,52.807,-0.00088234,-4.3216,-2.8864,5.3233,-28.63,10.656,3.2199,2.1397,0.46941,0.45406,0.24902,-0.045857,-0.012874,-3.8413,5.99
0.53355,0.029602,0.084786,-0.011273,0.039909,-0.031547,0.21544,52.511,-0.00018318,-4.456,-8.0435,4.9474,-29.83,10.669,3.1222,2.1511,0.47998,0.46688,0.23898,-0.057344,-0.018097,-3.7144,6.0869
0.53348,0.030348,0.08491,-0.010596,0.04,-0.030861,0.21569,52.602,0.00024471,-4.4746,-8.626,4.9626,-30.394,10.671,3.1263,2.1106,0.47766,0.46527,0.24084,-0.057357,-0.018066,-3.7139,6.0857
0.53242,0.034693,0.08373,-0.0095384,0.037492,-0.031284,0.21415,52.475,0.00071276,-4.5123,-10.596,4.8374,-30.621,10.697,3.1336,2.1155,0.47608,0.46501,0.24087,-0.057895,-0.016913,-3.7364,6.0801
0.53484,0.032831,0.087735,-0.012001,0.039871,-0.033294,0.21173,52.381,0.0015884,-4.4948,-13.182,4.7116,-31.056,10.617,3.1309,2.1057,0.47583,0.46553,0.24013,-0.058406,-0.016569,-3.7507,6.0769
0.39402,0.15634,-0.04563,0.15797,0.022524,0.070262,0.2372,47.582,0.16297,0.36651,0.20136,0.2261,0.19934,2.4982,0.41108,1.2348,0.4153,0.52789,0.094245,-0.0046203,-0.47194,-0.5337,6.1297
0.53482,0.028454,0.092449,-0.015517,0.037844,-0.034029,0.21164,52.143,0.00054253,-4.4196,-10.758,4.6517,-29.46,10.611,3.2971,1.9994,0.49151,0.45693,0.24398,-0.056126,-0.0097139,-3.774,6.0814
0.53353,0.028465,0.094741,-0.01415,0.036581,-0.029923,0.21047,52.084,0.0021961,-4.4449,-14.777,4.4918,-30.985,10.654,3.4061,2.0087,0.4795,0.4562,0.24399,-0.054911,-0.0051353,-3.7613,6.0786
